Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Adam Frazier,624428,134,116.0,126.0,58.0,25.0,4.0,6.0,57.0,32.0,4.0,113.0,7.0,0.264,428.0,0.325,0.383,0.708,4.0,3.0,0.429,2.0,1792.0,470.0,164.0,32.0,141.0,2.0,1.0,0.292,0.93,71.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,4.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Bryan Reynolds,668804,134,102.0,89.0,65.0,26.0,2.0,13.0,89.0,39.0,0.0,115.0,6.0,0.323,356.0,0.396,0.517,0.913,2.0,1.0,0.333,8.0,1595.0,404.0,184.0,50.0,127.0,0.0,3.0,0.397,1.35,27.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,2.0,0.5,1.0,0.5,1.5,1.0,1.0,True
Colin Moran,592567,134,119.0,87.0,37.0,21.0,1.0,11.0,92.0,25.0,4.0,102.0,2.0,0.283,361.0,0.33,0.438,0.768,0.0,0.0,0.0,8.0,1409.0,391.0,158.0,64.0,167.0,0.0,3.0,0.349,1.05,32.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Elias Diaz,553869,134,81.0,71.0,26.0,13.0,0.0,1.0,46.0,21.0,0.0,61.0,0.0,0.248,246.0,0.305,0.313,0.618,0.0,0.0,0.0,9.0,1112.0,269.0,77.0,23.0,102.0,0.0,2.0,0.299,1.01,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Erik Gonzalez,570481,134,27.0,29.0,4.0,2.0,1.0,0.0,20.0,7.0,3.0,14.0,0.0,0.194,72.0,0.266,0.25,0.516,0.0,4.0,1.0,3.0,286.0,82.0,18.0,2.0,40.0,3.0,0.0,0.269,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Jacob Stallings,607732,134,47.0,31.0,14.0,4.0,0.0,4.0,26.0,10.0,5.0,31.0,2.0,0.265,117.0,0.333,0.402,0.735,0.0,0.0,0.0,1.0,436.0,129.0,47.0,9.0,51.0,0.0,0.0,0.31,1.07,29.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Jose Osuna,591741,134,59.0,34.0,21.0,13.0,0.0,8.0,24.0,9.0,0.0,39.0,1.0,0.312,125.0,0.358,0.608,0.966,0.0,0.0,0.0,4.0,513.0,138.0,76.0,26.0,47.0,0.0,2.0,0.326,1.13,15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Josh Bell,605137,134,121.0,121.0,84.0,36.0,3.0,31.0,106.0,60.0,9.0,126.0,3.0,0.279,451.0,0.363,0.579,0.942,1.0,0.0,0.0,8.0,2082.0,520.0,261.0,98.0,185.0,0.0,6.0,0.297,1.16,14.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,4.0,0.5,2.0,0.5,1.75,1.25,1.0,True
Kevin Newman,621028,134,96.0,119.0,34.0,14.0,3.0,7.0,48.0,21.0,2.0,106.0,3.0,0.299,355.0,0.342,0.414,0.756,6.0,10.0,0.625,4.0,1391.0,382.0,147.0,42.0,154.0,2.0,1.0,0.329,1.4,50.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Melky Cabrera,466320,134,108.0,108.0,37.0,19.0,1.0,6.0,36.0,14.0,2.0,88.0,1.0,0.278,317.0,0.31,0.401,0.711,0.0,2.0,1.0,12.0,1155.0,333.0,127.0,39.0,135.0,1.0,0.0,0.298,1.26,52.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,3.0,0.333,1.0,0.333,0.666,0.333,1.0,False
Pablo Reyes,622569,134,39.0,19.0,9.0,1.0,0.0,2.0,20.0,5.0,0.0,12.0,1.0,0.169,71.0,0.234,0.268,0.501,0.0,1.0,1.0,0.0,302.0,77.0,19.0,8.0,30.0,0.0,0.0,0.204,0.95,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Starling Marte,516782,134,114.0,153.0,85.0,26.0,5.0,22.0,81.0,19.0,0.0,138.0,13.0,0.291,475.0,0.333,0.505,0.838,4.0,22.0,0.846,15.0,1836.0,513.0,240.0,73.0,192.0,2.0,4.0,0.309,1.4,21.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.42,1.24,7.27,0.35,26.0,16.23,2.77,0.0,0.61,1.82,6.92,3.81,1.23,0.75,7.0,0.143,1.0,0.25,0.393,0.143,0.0,False
Adam Eaton,594809,120,119.0,111.0,85.0,20.0,7.0,11.0,82.0,55.0,0.0,133.0,10.0,0.29,459.0,0.376,0.436,0.811,3.0,13.0,0.813,7.0,2171.0,534.0,200.0,39.0,158.0,7.0,3.0,0.331,0.78,41.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,8.0,0.25,2.0,0.25,0.875,0.625,1.0,True
Adrian Sanchez,506703,120,25.0,8.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,6.0,0.0,0.214,28.0,0.241,0.214,0.456,0.0,0.0,0.0,0.0,121.0,29.0,6.0,0.0,10.0,0.0,0.0,0.316,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Anthony Rendon,543685,120,111.0,89.0,89.0,34.0,3.0,27.0,69.0,48.0,6.0,136.0,11.0,0.322,423.0,0.4,0.608,1.007,1.0,3.0,0.75,11.0,1959.0,488.0,257.0,98.0,178.0,0.0,6.0,0.327,0.66,15.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,8.0,0.375,3.0,0.444,1.319,0.875,0.0,True
Asdrubal Cabrera,452678,120,103.0,78.0,51.0,20.0,0.0,13.0,89.0,45.0,2.0,87.0,3.0,0.245,355.0,0.331,0.411,0.742,0.0,4.0,1.0,8.0,1679.0,408.0,146.0,61.0,165.0,0.0,5.0,0.287,0.74,27.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,3.0,0.0,0.0,0.2,0.2,0.0,1.0,True
Gerardo Parra,467827,120,95.0,68.0,29.0,11.0,1.0,7.0,48.0,16.0,2.0,53.0,5.0,0.243,218.0,0.308,0.399,0.707,3.0,6.0,0.667,6.0,871.0,241.0,87.0,37.0,84.0,1.0,1.0,0.28,1.33,31.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,5.0,0.2,1.0,0.333,0.533,0.2,1.0,False
Howie Kendrick,435062,120,92.0,77.0,45.0,18.0,0.0,13.0,40.0,22.0,1.0,81.0,3.0,0.318,255.0,0.372,0.541,0.913,1.0,2.0,0.667,9.0,1052.0,285.0,138.0,50.0,105.0,0.0,5.0,0.329,1.24,19.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Juan Soto,665742,120,114.0,99.0,79.0,20.0,4.0,28.0,100.0,78.0,2.0,122.0,2.0,0.29,420.0,0.401,0.557,0.958,1.0,12.0,0.923,8.0,2118.0,504.0,234.0,83.0,192.0,0.0,4.0,0.318,0.96,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,6.0,0.167,1.0,0.375,0.542,0.167,1.0,True
Kurt Suzuki,435559,120,71.0,64.0,28.0,9.0,0.0,13.0,31.0,18.0,1.0,64.0,4.0,0.271,236.0,0.33,0.475,0.804,1.0,0.0,0.0,7.0,879.0,261.0,112.0,47.0,111.0,0.0,3.0,0.262,0.8,18.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Matt Adams,571431,120,93.0,46.0,40.0,13.0,0.0,20.0,95.0,17.0,0.0,65.0,1.0,0.247,263.0,0.294,0.525,0.819,0.0,0.0,0.0,6.0,1120.0,282.0,138.0,56.0,134.0,0.0,1.0,0.302,0.79,13.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,15.0,0.333,5.0,0.333,1.133,0.8,1.0,True
Trea Turner,607208,120,86.0,90.0,65.0,24.0,4.0,13.0,85.0,33.0,2.0,107.0,3.0,0.294,364.0,0.357,0.489,0.846,5.0,26.0,0.839,9.0,1558.0,401.0,178.0,41.0,100.0,0.0,1.0,0.352,1.08,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,7.0,0.286,2.0,0.286,1.429,1.143,0.0,True
Victor Robles,645302,120,120.0,101.0,68.0,23.0,3.0,16.0,112.0,27.0,3.0,104.0,20.0,0.25,416.0,0.323,0.435,0.758,7.0,19.0,0.731,6.0,1752.0,473.0,181.0,53.0,170.0,6.0,4.0,0.301,0.93,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Yan Gomes,543228,120,73.0,50.0,24.0,9.0,0.0,6.0,60.0,31.0,4.0,48.0,4.0,0.21,229.0,0.314,0.328,0.642,0.0,1.0,1.0,5.0,1068.0,264.0,75.0,26.0,97.0,0.0,0.0,0.258,0.7,38.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,7.92,0.83,10.8,2.52,25.0,17.24,9.0,0.0,0.62,0.93,4.68,5.04,1.76,0.4,5.0,0.0,0.0,0.167,0.167,0.0,0.0,True
Anthony Santander,623993,110,65.0,58.0,32.0,15.0,1.0,11.0,50.0,15.0,0.0,72.0,1.0,0.277,260.0,0.315,0.469,0.785,2.0,1.0,0.333,0.0,1129.0,280.0,122.0,35.0,114.0,1.0,3.0,0.302,0.69,23.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Chance Sisco,642082,110,43.0,26.0,23.0,6.0,0.0,6.0,50.0,15.0,0.0,30.0,6.0,0.219,137.0,0.323,0.394,0.717,1.0,0.0,0.0,4.0,674.0,158.0,54.0,18.0,58.0,0.0,0.0,0.296,0.84,22.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Chris Davis,448801,110,90.0,47.0,22.0,8.0,0.0,9.0,121.0,31.0,1.0,47.0,3.0,0.179,263.0,0.27,0.312,0.582,0.0,0.0,0.0,6.0,1285.0,300.0,82.0,32.0,112.0,0.0,3.0,0.279,0.92,29.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,3.0,0.667,2.0,0.667,1.334,0.667,1.0,False
DJ Stewart,621466,110,12.0,10.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,8.0,0.0,0.195,41.0,0.214,0.22,0.434,0.0,1.0,1.0,0.0,171.0,42.0,9.0,2.0,9.0,0.0,0.0,0.286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,2.0,0.5,1.0,0.5,1.5,1.0,1.0,True
Hanser Alberto,593643,110,107.0,120.0,41.0,18.0,2.0,8.0,39.0,11.0,1.0,125.0,3.0,0.318,393.0,0.339,0.435,0.774,2.0,4.0,0.667,6.0,1323.0,412.0,171.0,40.0,135.0,2.0,3.0,0.335,1.05,49.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Jace Peterson,607054,110,24.0,21.0,13.0,3.0,1.0,2.0,19.0,6.0,0.0,20.0,0.0,0.233,86.0,0.28,0.36,0.64,1.0,4.0,0.8,1.0,381.0,93.0,31.0,11.0,28.0,0.0,1.0,0.273,0.78,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,4.0,0.25,1.0,0.25,0.5,0.25,1.0,True
Jonathan Villar,542340,110,126.0,134.0,83.0,28.0,4.0,16.0,135.0,51.0,0.0,135.0,3.0,0.276,490.0,0.346,0.447,0.793,7.0,28.0,0.8,8.0,2201.0,548.0,219.0,55.0,171.0,2.0,2.0,0.349,1.49,30.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,4.0,0.25,1.0,0.4,1.4,1.0,1.0,True
Pedro Severino,600474,110,74.0,61.0,28.0,10.0,0.0,10.0,61.0,24.0,0.0,61.0,4.0,0.254,240.0,0.33,0.421,0.75,1.0,2.0,0.667,3.0,1130.0,271.0,101.0,30.0,110.0,1.0,2.0,0.298,1.02,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,False
Renato Nunez,600524,110,120.0,87.0,62.0,21.0,0.0,27.0,116.0,36.0,1.0,105.0,7.0,0.239,439.0,0.306,0.472,0.777,1.0,0.0,0.0,7.0,1998.0,484.0,207.0,72.0,186.0,0.0,2.0,0.262,0.65,16.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Richie Martin,621006,110,97.0,73.0,23.0,6.0,3.0,4.0,75.0,14.0,0.0,46.0,4.0,0.191,241.0,0.247,0.29,0.538,1.0,7.0,0.875,6.0,1058.0,262.0,70.0,13.0,122.0,3.0,0.0,0.259,1.46,60.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Rio Ruiz,547004,110,97.0,69.0,26.0,9.0,1.0,8.0,71.0,30.0,0.0,69.0,0.0,0.246,280.0,0.317,0.371,0.689,1.0,0.0,0.0,7.0,1214.0,313.0,104.0,35.0,104.0,1.0,2.0,0.3,0.93,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,True
Stevie Wilkerson,592859,110,89.0,69.0,33.0,14.0,1.0,10.0,92.0,13.0,0.0,59.0,4.0,0.22,268.0,0.266,0.392,0.658,3.0,2.0,0.4,4.0,1160.0,286.0,105.0,32.0,121.0,0.0,1.0,0.293,1.41,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Trey Mancini,641820,110,120.0,130.0,82.0,28.0,2.0,29.0,110.0,48.0,2.0,129.0,5.0,0.276,468.0,0.347,0.53,0.877,0.0,1.0,1.0,14.0,2101.0,524.0,248.0,73.0,184.0,0.0,3.0,0.301,1.27,16.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,5.54,1.12,7.62,1.38,13.0,16.62,6.92,1.0,0.57,0.88,4.85,5.54,1.46,1.0,5.0,0.2,1.0,0.2,0.4,0.2,0.0,False
Alex Gordon,460086,118,119.0,141.0,66.0,27.0,1.0,12.0,81.0,39.0,3.0,117.0,13.0,0.26,450.0,0.333,0.404,0.737,2.0,5.0,0.714,10.0,1891.0,509.0,182.0,63.0,172.0,1.0,6.0,0.289,1.19,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,7.06,0.65,11.22,1.7,21.2,21.51,7.64,0.0,0.62,1.5,6.23,4.15,1.71,0.2,3.0,0.333,1.0,0.333,0.666,0.333,1.0,True
Brett Phillips,621433,118,4.0,5.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.167,12.0,0.286,0.25,0.536,0.0,1.0,1.0,0.0,56.0,14.0,3.0,1.0,6.0,0.0,0.0,0.222,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,7.06,0.65,11.22,1.7,21.2,21.51,7.64,0.0,0.62,1.5,6.23,4.15,1.71,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Bubba Starling,605490,118,29.0,27.0,14.0,3.0,0.0,2.0,38.0,6.0,0.0,22.0,0.0,0.204,108.0,0.246,0.287,0.533,0.0,1.0,1.0,2.0,411.0,115.0,31.0,8.0,49.0,1.0,0.0,0.294,1.23,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,7.06,0.65,11.22,1.7,21.2,21.51,7.64,0.0,0.62,1.5,6.23,4.15,1.71,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Cheslor Cuthbert,596144,118,66.0,69.0,20.0,11.0,0.0,8.0,53.0,12.0,1.0,66.0,2.0,0.257,257.0,0.295,0.393,0.688,0.0,1.0,1.0,12.0,1053.0,271.0,101.0,31.0,116.0,0.0,0.0,0.296,1.0,32.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,7.06,0.65,11.22,1.7,21.2,21.51,7.64,0.0,0.62,1.5,6.23,4.15,1.71,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
